"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Guilford County Schools","NC","Greensboro","2020","Fall","Yes","K-12","Mixed (iPad K-3 + Chromebook 4-12)","~$35M investment ($19M CARES + state + local) for 79K laptops/iPads in 2020; iPad for K-3 + MacBook Air for K-3 teachers; Lenovo Chromebook for 4-12 students + Lenovo ThinkPad for staff; final shipment March 2021; gr5 students get Chromebook for 4-year cycle","https://greensboro.com/news/education/guilford-county-bought-79-000-laptops-and-ipads-for-schools-but-most-wont-come-for/article_75052b50-dd9a-11ea-8ffc-5fed361e2494.html","https://greensboro.com/news/local/for-guilford-schools-a-milestone-a-new-laptop-or-tablet-available-for-each-student/article_2ae8db58-8cb7-11eb-9bac-637a11cb631c.html","52","5723","1","0","3701920"
"Greenville County Schools","SC","Greenville","2016","August","Yes (phased)","Initial Aug 2016: 10 schools (~7500 gr3-12); 3-year district-wide rollout","Chromebook","$20M Personalized Learning Chromebook initiative ($12M school board allocation); first 10 schools Aug 2016 (Bell's Crossing/Brushy Creek/Buena Vista/Mauldin ES/Mitchell Road/Stone Academy ES + Berea/Northwood/Mauldin MS + Mauldin HS); ~$250/Chromebook; 3-year phased rollout to gr3-12","https://greenvillejournal.com/news/greenville-county-schools-begins-rolling-20-million-initiative-will-put-chromebooks-hands-third-12th-graders/","https://gsabusiness.com/news/education/70213/","53","5522","1","0","4502310"
"Pasco County Schools","FL","Land O Lakes","2020","March","Yes","K-12 (need-based initially)","Mixed (laptop + tablet)","COVID-era launch late March 2020; first drive-thru distribution Mar 30 2020; 28,500 devices total with 17,871 distributed by April 2020; need-based distribution first then expanded; myPascoConnect platform for SSO; full 1:1 currently","https://floridaphoenix.com/2020/04/22/a-conundrum-fl-students-must-learn-online-at-home-but-not-all-districts-and-families-have-enough-laptops/","https://www.tampabay.com/news/education/2020/04/18/florida-lent-laptops-to-thousands-of-students-do-they-know-how-to-use-them/","54","5422","1","0","1201530"
"Virginia Beach City Public Schools","VA","Virginia Beach","2016","","Yes (phased)","Started 2016; full gr1-12 at 86 schools by 2018-19 SY","Chromebook","District-wide 1:1 Chromebook initiative started 2016; added 19,000 Chromebooks to achieve 1:1 by 2018-19 SY; rollout to all gr1-12 across 86 schools and centers; current K-12 1:1 model","http://www.vbcpsblogs.com/core/vbcps-adds-19000-chromebooks-to-achieve-11/","https://www.amplifiedit.com/vbcps-1to1/","55","5340","1","0","5103840"
"North East Independent School District","TX","San Antonio","2020","Spring","Yes (formal 2023)","COVID-era distribution 2020; formal Connected Classroom K-12 launched 2023","Mixed (iPad K-2 + Samsung Chromebook 3-12)","Drive-thru Chromebook distribution Spring 2020 (COVID); formal Connected Classroom 1:1 launched Feb 2023 (iPad K-2; Samsung Chromebook 4 gr3-12); $25 optional insurance via SchoolCash Online; opt-in lending model; pre-2023 was BYOD focus","https://newspaper.neisd.net/johnson/2023/02/21/connected-classroom-launches-allowing-students-to-rent-chromebooks/","https://www.techlearning.com/how-to/remote-learning-in-action-drive-thru-chromebook-distribution","56","5321","1","0","4832940"
"Brevard Public Schools","FL","Viera","2020","Spring","Yes (phased)","COVID 2020 ES emergency; expanded MS 2021-22; gradual full 1:1 by 2022-23","Mixed (laptop / Chromebook)","COVID-era 2020 emergency distribution end of 2019-20 SY; pandemic relief funds for take-home devices; 11 MS rolled out 2021-22; ind schools (e.g. Edgewood) full 1:1 starting 2022-23; 2025 ban on personal devices K-12","https://www.clickorlando.com/news/local/2021/08/16/brevard-public-schools-assigns-take-home-computers-to-middle-schoolers/","https://www.brevardschools.org/page/11-devices","57","5285","1","0","1200150"
"Loudoun County Public Schools","VA","Ashburn","2018","August","Yes (phased)","Wave 1 (2018-19): 46 of 92 schools; Waves 2+3 by 2020-21 SY","Chromebook","3-year 1:1 initiative; Wave 1 Aug 2018 distributed Chromebooks to all students at 46 of 92 schools; Loudoun County HS distribution Aug 23 2018; full K-12 by 2020-21 SY (every student in every school received district-owned device); Waves 2+3 = 25 schools combined","https://www.loudountimes.com/news/loudoun-county-public-schools-rolls-out-the-chromebooks/article_9edda74c-bc3e-11e8-a850-ebe437dbd33a.html","https://www.edelements.com/lcps-personalized-learning-with-google","58","5258","1","0","5102250"
"Fort Bend ISD","TX","Sugar Land","2024","August","Yes","6-12","Laptop","EquippED 1:1 Laptop Initiative announced May 10 2024; launched 2024-25 SY for all gr6-12 with district-issued laptop for school + home; funded by $17.6M federal grant + $12.4M from 2023 Bond Prop B; pre-2024 was BYOD + classroom carts only; ES still on cart model","https://communityimpact.com/houston/sugar-land-missouri-city/education/2024/05/20/fort-bend-isd-to-issue-laptops-to-middle-high-school-students-in-2024-25-school-year/","https://www.fortbendisd.com/equipped","59","5162","1","0","4819650"
"Aldine ISD","TX","Houston","2017","","Yes (phased; 2:1 then 1:1)","Phased over 3 years initially (2:1 ratio); full 1:1 via 2023 Bond rollout 2024-2027","Chromebook","~2017 launch of 40K Acer Chromebook 3-year phased rollout with one Chromebook for every two students; 2020 COVID expanded distribution; $1.8B 2023 Bond funded 28,500 new Chromebooks at all 9th-grade centers + 7 high schools starting 2024 (HS), MS in 2026, ES in 2027","https://edtechmagazine.com/k12/article/2017/03/5-dos-and-donts-chromebook-rollout","https://www.aldineisd.org/2024/11/20/bond-2023-technology-upgrades-takes-place-at-campuses/","60","5149","1","0","4807710"
"Washoe County School District","NV","Reno","2020","August","Yes (likely)","K-12 (need-based initially)","Laptop","COVID-era distribution starting March 2020; SOS Washoe community fundraising launched Aug 2020 to ensure every student has laptop (16K students lacked devices out of 64K); WCSD ordered 11K laptops with 4K arriving Oct 2020 + rest later; Education Alliance Distance Learning Laptop Drive ongoing re-issue program","https://nevadabusiness.com/2020/08/sos-washoe-launches-initiative-to-fund-computers-for-remote-learning/","https://www.kolotv.com/2020/08/21/laptop-shortage-an-issue-for-wcsd-in-turning-to-distance-learning/","61","5048","1","0","3200480"
"Arlington ISD","TX","Arlington","2020","March","Yes","K-12 (PreK-2 iPad; 3-12 Chromebook)","Mixed (iPad + Chromebook)","March 2020 emergency distribution at all 78 campuses (PreK-2 iPad; gr3-12 Chromebook); Aug 2020 expansion adding 2,000 Chromebooks made AISD a true one-to-one district where every student receives a device for first time; pre-2020 had given some devices but not 1:1","https://www.cbsnews.com/texas/news/at-home-schooling-arlington-isd-students-12000-digital-devices/","https://www.aisd.net/family-support/technology-resources/","62","4991","1","0","4808700"
"Jordan School District","UT","West Jordan","2013","","Yes (phased)","Initial 2013: gr5-12; current K-12","Chromebook","PLANIT JORDAN (Personalized Learning and Innovative Technology Jordan) 1:1 initiative began 2013 with personal Chromebooks for all gr5-12; currently all K-12 students have access to a 1:1 learning device","https://sunsetridge.jordandistrict.org/wp-content/uploads/sites/16/JSD-Chromebook-User-Agreement.pdf","https://butterfieldcanyon.jordandistrict.org/wp-content/uploads/sites/6/JSD-Chromebook-agmt.pdf","63","4876","1","0","4900420"
"Tucson Unified School District","AZ","Tucson","2020","April","Yes","K-12 (need-based then expanded; pilot 1:1 by 2023)","Mixed (Chromebook + laptop + tablet)","April 2020 governing board approved $3.5M to purchase 12K Chromebooks; ~19K total devices distributed by 2020 (laptops gr3+, tablets K-1); 2023 pilot 1:1 program at Booth-Fickett MS, Mansfeld MS + Palo Verde HS STEM (1,300+ laptops via desegregation funds); not yet fully district-wide 1:1 across 80+ schools","https://www.azpm.org/s/74949-tusd-expedites-laptop-order-to-support-at-home-learning-online/","https://tucson.com/news/local/education/tusd-to-allot-1-300-laptops-in-pilot-project/article_c0aca81a-0b6a-51ee-be24-1e66fdc576a6.html","64","4856","1","0","0408800"
"Elk Grove Unified School District","CA","Elk Grove","2020 (by)","March","Yes","1-12","Chromebook","District added ~50K Chromebooks for equity + state online testing requirements; March 2020 COVID-era checkout to students; current 1:1 for gr1-12 (per district family tech docs); specific launch year of full 1:1 not pinned in public sources, but COVID-era distribution sets upper bound","https://arubanetworking.hpe.com/resources/case-studies/elk-grove-unified-school-district/","http://www.egusd.net/covid-19-community-letters/march-30-2020/","65","4764","1","0","0612330"
"El Paso ISD","TX","El Paso","2018","","Yes (phased)","gr6-11 initial (MacBook Air); now 1:1 every grade level","Mixed (MacBook Air + others)","Bond 2016 ($668M) funded EPISD Power Up technology initiative; 13,000+ MacBook Air laptops distributed to MS students + HS freshmen starting around 2018; today EPISD has 1:1 distribution at every grade level with free digital textbooks, software + cloud storage","https://elpasoheraldpost.com/videostory-el-paso-isd-begins-laptop-distribution-for-middle-high-school-students/","http://www.elpasoinc.com/special_sections/el_paso_kids_inc/episd-on-track-to-deliver-bond-promises/article_bd82b4c2-353c-11e9-ba41-879ed3b3c629.html","66","4749","1","0","4818300"
"Seminole County Public Schools","FL","Sanford","2020","March","Yes","K-12","Laptop","Pre-2020 ELL pilots at high-FRL elementary schools (per 2014-15 Digital Classroom Plan); March 2020 emergency loan of 4,500+ laptops at Winter Springs HS + other sites for 67,500+ students moving to distance learning; first day of distribution = ~250 laptops at one school","https://www.clickorlando.com/news/local/2020/03/27/how-seminole-county-schools-prepared-for-digital-learning-to-start-monday/","https://www.fldoe.org/core/fileparse.php/12098/urlt/SeminoleDCP-1415.pdf","67","4733","1","0","1201710"
"Volusia County Schools","FL","DeLand","2021","Spring","Yes (phased)","Pilot Spring 2021 6 schools; full Pre-K to 12 by 2021-22 SY","Mixed (iPad PreK-2 + Dell Latitude gr3-12)","Transformation to Technology 1-to-1 program; ~400 students at 6 schools piloted Dell Latitude 11-3190 2-in-1 laptops Spring 2021; full district rollout for 2021-22 SY (33K secondary laptops + iPads PreK-2); funded by half-cent sales tax + CARES Act","https://newsdaytonabeach.com/stories/vcs-to-distribute-laptops-to-students-in-transformation-to-technology-1-to-1-program","https://www.fox35orlando.com/news/volusia-schools-begins-distributing-laptops-as-part-of-1-to-1-goal","68","9287","1","0","1201920"
"Katy ISD","TX","Katy","2024","Fall","Yes","3-12","Chromebook","CLASS 1:1 (Connected Learning for Academic Student Success) launched 2024-25 SY for every gr3-12 student; approved by voters via 2023 Katy ISD Bond; insurance optional $20/student/year; 81% elementary student favorability per Dec 2024 survey","https://communityimpact.com/houston/katy-north/education/2024/08/12/class-11-initiative-to-provide-katy-isd-students-with-chromebooks/","https://www.katyisd.org/families/class-11","69","4696","1","0","4825170"
"Mobile County Public Schools","AL","Mobile","2020 (by)","","Yes","K-12","Chromebook","Pre-2020 BYOD program (per AL.com survey 75% of students had wireless device); transitioned to true 1:1 with each student provided computer + educational resources via Chromebooks/Google; 1to1.mcpss.com is dedicated initiative site; specific launch year not clearly documented in public sources","https://1to1.mcpss.com/","https://www.publicschoolreview.com/blog/alabama-schools-how-technology-is-changing-classrooms-in-mobile-county","70","4586","1","0","0102370"
"San Francisco Unified School District","CA","San Francisco","2020","March","Yes","4-12 take-home; K-3 in-class carts","Chromebook","COVID-era March 2020 emergency distribution of 5,200+ devices for gr3-12; subsequent K-12 1:1 Chromebook deployment; current model: K-3 devices stored in locked carts on-site; gr4+ participate in 1:1 take-home Chromebook program","https://www.sfusd.edu/about/news/current-news/thousands-of-students-receiving-laptops-to-begin-distance-learning","https://www.sfusd.edu/learning/new-approaches-learning/digital-learning/dleaf/managing-student-chromebooks-and-technology","71","4585","1","0","0634410"
"Santa Ana Unified School District","CA","Santa Ana","2014","Fall","Yes (phased)","gr6-8 (2014-15); gr5+9 (2015-16); full district eventually","Mixed (iPad + Chromebook)","Access for All 1:1 mobile device initiative launched 2014-15 SY for gr6-8; expanded to gr5 + gr9 in 2015-16; district eventually deployed 1:1 student Chromebooks across entire district; now both iPads + Chromebooks","https://digitalpromise.org/district/santa-ana-unified-school-district/","https://www.sausd.us/parents/family-tech-support/access-for-all","72","4516","1","0","0635310"
"San Antonio ISD","TX","San Antonio","2020","August","Yes","K-12","Chromebook","Aug 2020 announced purchase of 15K-30K Chromebooks; funded largely by Nov 2020 bond authorizing $90M for tech upgrades; partnership with City of San Antonio + state for mobile WiFi hotspots + city-owned tower antennas; SAISD became 1-to-1 district with 80-mile fiberoptic network funded via E-Rate","https://sanantonioreport.org/google-classroom-and-chromebooks-san-antonio-school-districts-ready-distance-learning-plans/","https://spectrumlocalnews.com/tx/san-antonio/news/2020/08/19/san-antonio-isd-bridges-the-digital-gap-with-new-initiative-","73","4500","1","0","4838730"
"Knox County Schools","TN","Knoxville","2020","August","Yes","K-12","Chromebook","Board of Education approved 1:1 plan May 2020 using $7M CARES Act funding to purchase 60K+ Chromebooks; rollout August 2020; touchscreen Chromebooks for K-2; standard Chromebooks for gr3-12; devices free + optional $20 insurance","https://www.knoxschools.org/site/default.aspx?PageType=3&ModuleInstanceID=31273&ViewID=DEDCCD34-7C24-4AF2-812A-33C0075398BC&RenderLoc=0&FlexDataID=109401&PageID=12409&Comments=true","https://www.wbir.com/article/news/education/kcs-distributing-chromebooks-for-school-year/51-74b78432-a93a-428b-a8af-cfef2f2ecb21","74","4437","1","0","4702220"
"Atlanta Public Schools","GA","Atlanta","2019","February","Yes (phased)","Initial Feb 2019: gr6-7 Digital Bridge; full district by Aug 2021","Mixed (Lenovo Windows laptop + HP Chromebook)","APS Digital Bridge launched Feb 2019 at Brown MS providing Lenovo Windows laptops + T-Mobile 4G LTE hotspots to all 6,000 6th-7th graders; powered by $1.45M T-Mobile EmpowerED grant + $3M APS investment; Aug 2020 contract for 40K HP Chromebooks ($25M 5-yr lease) for all traditional school students fully deployed Aug 2021","https://talkupaps.com/2019/02/11/aps-digital-bridge-program-provides-laptops-and-hotspots-to-6000-middle-school-students/","https://www.atlantapublicschools.us/Page/67168","75","4408","1","0","1300120"
